ComID,Committee,stype,CommCity,CommState,CommZip,CommWeb,RegistrationDate,TerminationDate,begincash2007,endcash2012
40038,"CAR, Committee of Automotive Retailers",Political Committee,St Paul,MN,55118-3505,,7/5/1974,,"$15,932.00 ","$24,164.90 "
30138,CARE / PAC,Political Fund,Bloomington,MN,55425,,8/31/1978,,"$33,572.00 ","$10,183.72 "
30583,Carpenters Local #606 PAC,Political Fund,Grand Rapids,MN,55744,,2/3/2004,,"$3,226.00 ","$7,211.30 "
40782,Carpenters Local 1644 PAC,Political Committee,Minneapolis,MN,55406,,1/26/1998,11/16/2011,"$3,047.51 ",
30642,Carpenters Local 322,Political Fund,St Paul,MN,55130,local322.net,10/28/2011 9:16,,,"$2,604.05 "
30614,Carpenters Local 464 Political Fund,Political Fund,Mankato,MN,56001,,10/12/2006,,$221.38 ,$218.38 
30600,Carpenters Local 930 PAC,Political Fund,St Cloud,MN,56303,,2/2/2006,,$358.52 ,"$1,570.49 "
30592,Carpenters Local Union 361 Pol Fund,Political Fund,Hermantown,MN,55811,,1/4/2005,,"$1,084.12 ",$969.12 
30548,Carpenters Union Local #87 PAF,Political Fund,St Paul,MN,55102,,9/19/1994 18:57,11/16/2011,"$3,966.37 ",
40247,Central Minn AFL-CIO Trades & Labor Assembly,Political Committee,St Cloud,MN,56301,,7/14/1976,,"$1,767.09 ",$341.53 
30581,CHG PAC,Political Fund,Maple Grove,MN,55311,,5/28/2003,10/12/2010,$385.01 ,
41079,Choice in Minnesota Health Care,Independent Expenditure,Golden Valley,MN,55422,,7/11/2012 8:09,,,"$1,332.33 "
40822,Choice Voter,Political Committee,St Paul,MN,55102,,8/11/1999,6/29/2009,$107.50 ,
40787,Citizens for Effective Government,Political Committee,St Paul,MN,55102,,6/9/1998,6/11/2012,$956.30 ,$0.00 
40976,Citizens for Honest Government,Political Committee,Minneapolis,MN,55417,,10/30/2006,7/6/2010,$822.00 ,
30646,Citizens for Smith,Independent Expenditure,Chanhassen,MN,55317,,6/26/2012 11:00,9/25/2012,,$0.00 
40895,Citizens for the Sensible Center,Political Committee,Rochester,MN,55902,,9/20/2002,12/31/2010,$829.42 ,
41094,Clean Energy PAC of Iberdrola Renewables LLC,Political Committee,Portland,OR,97209,,10/17/2012 14:06,,,"$15,514.04 "
30627,Clean Water Action Independent Fund,Independent Expenditure,Minneapolis,MN,55414,,8/4/2010 14:14,,,$0.00 
80018,Clean Water Action Voter Education Project,Political Fund,Minneapolis,MN,55414,,10/30/1984,,"$14,249.64 ",$380.12 
30647,CMVC Fund (Conservation MN Voter Center),Independent Expenditure,Minneapolis,MN,55415,www.mnvotercenter.org,7/20/2012 16:27,,,"$3,541.31 "
40898,Coalition for Democratic Values,Political Committee,Grand Marais,MN,55604,,10/17/2002,7/20/2012,"$2,662.54 ",$0.00 
70007,Coalition of MN Businesses PAC,Political Committee,St Paul,MN,55101,,11/15/1994 9:36,,"$9,408.19 ","$9,182.18 "
80013,COLL PAC,Political Fund,Eagan,MN,55121,,8/24/2002,,"$3,549.45 ","$6,246.20 "
40045,Committee of Thirteen Legislative Fund,Political Committee,Oakdale,MN,55128,committeeof13.org,10/21/1974,,"$5,827.00 ","$6,265.00 "
41045,Committee to Stop Wasteful Spending,Independent Expenditure,St Paul,MN,55101,,8/25/2010 11:29,12/31/2011,,
40274,Communication Workers of America Local 7200,Political Fund,Minneapolis,MN,55406,www.cwa7200.org,10/1/1974,,"$2,680.99 ",$90.90 
80008,Conservation Minnesota Voter Fund,Political Fund,Minneapolis,MN,55415,,8/24/2000,,"$9,609.22 ","$5,776.76 "
40855,Constitution Party of Minn,Political Committee,Redwood Falls,MN,56283,cpmn.org,1/7/1999,,"$2,461.90 ","$1,276.79 "
40269,Co-op PAC (fka MAC-PAC),Political Committee,St Paul,MN,55102,www.cooperativenetwork.coop,10/28/1981,,"$8,170.96 ","$15,656.52 "
30312,Council 65 Political Action Committee,Political Fund,Nashwauk,MN,55769,,4/13/1990,,"$5,356.58 ",$54.57 
41083,Count Them All Properly,Political Committee,St Paul,MN,55102,,2/8/2011 9:27,9/19/2012,,$0.00 
30224,CUVOL,Political Fund,St Paul,MN,55102,,2/28/1975,,"$1,552.69 ","$15,512.94 "
80021,CWA COPE PCC,Political Fund,Washington,DC,20001,,8/22/2006,,"$29,400.47 ","$315,208.98 "
30576,CWA Local 7250 Political Fund,Political Fund,Minneapolis,MN,55406-2699,,8/22/2002,12/31/2008,$590.70 ,
30575,CWA Minnesota State Council,Political Fund,Farmington,MN,55024,,7/10/2002,,"$2,061.95 ",$626.09 
30580,D B I - E - PAG,Political Fund,Prinsburg,MN,56281-0208,,4/2/2003,7/24/2007,$830.30 ,
40491,D&T Better Government Committee,Political Committee,Minneapolis,MN,55402-1538,,10/30/1987,8/8/2012,"$2,937.12 ",$0.00 
70031,Dakota Cnty Regional Chamber Leadership Fund,Political Committee,Eagan,MN,55123,,5/4/2004,10/17/2012,"$1,173.06 ",$0.00 
70039,Democrats for Life of Minnesota,Political Committee,St Paul,MN,55165-0523,,12/21/2005,6/15/2012,"$1,555.76 ",$10.00 
30168,DFL Feminist Caucus - Candidates Fund,Political Fund,Eden Prairie,MN,55346,,7/5/1974,,$767.71 ,"$1,005.46 "
40993,DFL Senior Caucus,Political Committee,St Paul,MN,55107,http://dflseniors.wordpress.com,12/28/2007,,$0.00 ,"$2,617.16 "
30640,Dominium Political Fund,Political Fund,Plymouth,MN,55441,,4/5/2011 14:24,,,"$6,270.00 "
30116,Dorsey Political Fund,Political Fund,Minneapolis,MN,55402-1498,,10/23/1974,,"$5,138.64 ","$6,278.51 "
41096,Draft Hann for Governor,Independent Expenditure,St Charles,MN,55972,drafthann4governor.com,12/13/2012 16:27,7/22/2013,,$165.25 
41018,Draft R T Rybak For Governor,Political Committee,Roseville,MN,55113,,7/16/2009 8:41,11/12/2009,,
40815,DRIVE- Democrat Republican Ind. Voter Edu.,Political Committee,Washington,DC,20001,,11/13/1998,,"$64,125.41 ",$0.00 
41059,Driving MN,Independent Expenditure,West St Paul,MN,55118,,6/30/2011 14:32,,,"$29,954.43 "
30217,Dul Bldg Trades Vol Party Fund,Political Fund,Duluth,MN,55812,,2/1/1983,,"$4,282.49 ","$1,379.88 "
40915,Duluth Active & Retired Teachers Group,Political Committee,Duluth,MN,55811,,1/22/2004,,"$8,802.41 ",$0.00 
30273,Duluth Central Labor Body COPE Fund,Political Fund,Duluth,MN,55812,,2/21/1986,12/31/2009,"$12,645.98 ",
30086,Duluth Federation of Teachers Political Fund,Political Fund,Duluth,MN,55811,,9/19/1974,12/31/2011,"$11,959.83 ",
30096,Duluth FirePAC,Political Fund,Duluth,MN,55803,www.duluthfirepac.com,9/12/1977,,"$25,338.93 ","$39,737.00 "
40171,Duluth Women's Republican Club,Political Committee,Duluth,MN,55803,,9/3/1974,6/18/2007,$399.66 ,
30626,East Central MN Area Labor Council COPE,Political Fund,St Cloud,MN,56301,,4/23/2010 9:31,,,$553.65 
41003,East Central Taxpayers,Political Committee,Pine City,MN,55063,,8/1/2008,,,$53.00 
30609,East Metro ASC LLC PAC (fka Minn Ambulatory Surgery Center Assoc),Political Fund,Lake Elmo,MN,55042,,8/9/2006,,"$1,822.18 ","$4,430.47 "
41029,Ecology Democracy Party,Political Committee,Minneapolis,MN,55403,www.ecologydemocracyparty.org,5/12/2010 9:29,,,$170.66 
70019,Ed Action,Political Committee,Chaska,MN,55318,,9/7/1999,12/31/2010,$714.78 ,
41074,Edina Democrats,Political Committee,Edina,MN,55435,,1/13/2012 12:38,,,"$1,000.54 "
41005,Edinans for Erhardt,Political Committee,Edina,MN,55424,,9/15/2008,12/31/2009,,
30136,Education Minn - Osseo PAC,Political Fund,Maple Grove,MN,55369,,6/26/1978,,"$2,962.80 ","$3,025.62 "
30558,Education Minn PAC,Political Fund,St Paul,MN,55103,,9/15/1998,,"$1,200.00 ","$154,763.88 "
40523,Electricians Local 242 IBEW PAC,Political Committee,Duluth,MN,55812,,8/26/1988,,$875.28 ,"$3,262.47 "
30103,Elementary Principals Action Committee,Political Fund,St Paul,MN,55108,,10/16/1975,,"$3,206.37 ","$10,883.61 "
40847,Emilys List - Minn,Political Committee,Washington,DC,20036,www.emilyslist.org,10/27/2000,,$961.14 ,
30613,Ewald Political Fund,Political Fund,St Paul,MN,55114,,9/19/2006,,$100.00 ,$0.00 
40985,Excelsior Energy Inc PAC,Political Committee,Eagan,MN,55123,,7/20/2007,4/12/2011,$0.00 ,
41037,Expose The Truth.com,Political Committee,Woodbury,MN,55125,exposethetruch.info,7/12/2010 14:44,,,"$1,497.74 "
30163,Faegre Baker Daniels State-Reg Pol Fund (fka Faegre & Benson LLP),Political Fund,Minneapolis,MN,55402-3901,PAC@FaegreBD.com,10/6/1980,,"$6,651.82 ","$1,300.50 "
41028,Faithful Citizens Political Fund,Political Committee,Minneapolis,MN,55405,,4/29/2010 8:35,,,$282.80 
40991,FEAPAC - MINN,Political Committee,Shorewood,MN,55331,,12/7/2007,,$0.00 ,"$21,234.34 "
30619,Federal Express Minn State Fund,Political Fund,Memphis,TN,38120,,9/8/2008,,,
30016,Firefighters Assoc of Mpls Political Fund,Political Fund,Minneapolis,MN,55418,,7/7/1974,,"$5,541.44 ","$54,034.75 "
30315,Fond du Lac Committee of Political Ed,Political Fund,Cloquet,MN,55720,,9/21/1988,,"$5,950.00 ","$7,312.66 "
40019,Food PAC of Minn,Political Committee,St Paul,MN,55102,,9/24/1974,,"$19,171.51 ","$47,765.51 "
40742,Freedom Club State PAC,Political Committee,Champlin,MN,55316,,11/2/1995 11:36,,"$1,564.29 ","$2,028.21 "
40943,Friends for Responsible Government,Political Committee,St Michael,MN,55376,,9/22/2005,10/13/2011,$318.05 ,
40295,Friends of DFL Women,Political Committee,St Paul,MN,55104,,9/24/1982,,"$1,852.18 ","$6,345.04 "
40935,Friends of Minn Nurse Anesthetists,Political Committee,Minneapolis,MN,55416,www.mnana.org,12/29/2004,,"$4,367.69 ","$14,756.52 "
30639,Friends of MN School Bus Operators Assn,Political Fund,Annandale,MN,55302,,3/8/2011 9:52,,,"$9,818.64 "
40809,Friends of the Minn Zoo,Political Committee,St Paul,MN,55103,,10/21/1998,,$674.01 ,$206.85 
40792,Fryberger Buchanan Smith & Frederick PAC,Political Committee,St Paul,MN,55105,,7/21/1998,,$15.57 ,$315.57 
40962,Gay and Lesbian Victory Fund,Political Committee,Washington,DC,20005,www.victoryfund.org,8/21/2006,,$635.00 ,"$1,246.00 "
30587,Goff Public PAC,Political Fund,St Paul,MN,55101,,8/16/2004,,"$1,583.18 ","$1,884.01 "
40066,GOP FC PAC,Political Committee,St Paul,MN,55102-3690,,7/9/1974,,"$46,782.55 ","$41,778.47 "
40970,Grand Portage PAC,Political Committee,Grand Portage,MN,55605,www.grandportage.com,10/12/2006,,"$7,205.35 ","$22,760.35 "
40903,Grand Rapids Area Chamber of Commerce PAC,Political Committee,Grand Rapids,MN,55744,,2/10/2003,,$0.00 ,$80.42 
40725,Gray Plant Mooty Mooty & Bennett Independent PAC,Political Committee,Minneapolis,MN,55402,,10/19/1994 9:28,,$53.30 ,"$14,117.37 "
40825,GREAT (Great River Energy Action Team-State),Political Committee,Wayzata,MN,55391,,12/30/1999,,"$7,252.56 ","$29,443.06 "
30634,Greater Minnesota Votes,Independent Expenditure,Minneapolis,MN,55408,,10/1/2010 10:00,12/31/2011,,
40417,Hammel Green & Abrahamson Inc PAC,Political Committee,Minneapolis,MN,55401-2338,,11/20/1985,,"$4,050.26 ","$5,120.51 "
30337,Health Partners Civic Affairs Council,Political Fund,St Paul,MN,55105,,12/5/1990,,"$1,613.40 ","$1,478.76 "
41020,Hennepin County Deputies PAC (fka Hennepin Cnty Law Enfcmt PAC),Political Fund,Minneapolis,MN,55412-1549,hcsda.com,10/26/2009 14:32,,,"$2,306.80 "
40840,Hennepin Cty Probation & Parole Officers Union,Political Committee,Minneapolis,MN,55415,,9/5/2000,10/12/2010,$600.00 ,
30218,Hospitality Political Action Committee,Political Fund,St Paul,MN,55117-2031,,7/3/1974,,"$24,778.29 ","$4,257.49 "
30635,Housing First,Independent Expenditure,Roseville,MN,55113,www.batconline.org,10/8/2010 8:59,,,"$12,070.39 "
30631,HRC Equality Votes Minnesota,Independent Expenditure,Washington,DC,20036,www.hrc.org,9/10/2010 14:56,12/31/2010,,
70041,HRC Minnesota PAC,Political Committee,Washington,DC,20036,,8/10/2006,10/22/2012,"$10,589.29 ",
41042,Hunting and Angling Club,Political Committee,Becker,MN,55308,,8/4/2010 14:23,,,$884.15 
30209,IAFF-Local #1935 PAC,Political Fund,Coon Rapids,MN,55433-3402,,10/25/1982,,"$3,164.11 ","$2,763.61 "
30655,IATSE Local #13 PAC Fund,Political Fund,Minneapolis,MN,55414,,10/12/2012 10:36,,,"$1,780.29 "
30331,IBEW - COPE,Political Fund,Washington,DC,20001,,10/29/1990,,"$649,034.04 ","$2,082,993.64 "
30316,IBEW 110 PAC,Political Fund,St Paul,MN,55106,,2/25/1990,,"$15,428.53 ","$18,042.68 "
40094,IBEW Local #31 Volunteer COPE Fund,Political Committee,Duluth,MN,55812,,9/28/1976,,"$11,798.06 ","$1,425.43 "
30119,IBEW Local 292 Political Education Fund,Political Fund,Minneapolis,MN,55414,,7/16/1974,,$937.61 ,"$20,325.33 "
30236,IBEW Local 343 Political Education Fund (fka Electr Loc 343 IBEW Ed Fd),Political Fund,Rochester,MN,55904-8435,,4/17/1984,,$921.00 ,"$1,439.64 "
40404,IBEW Minn State Council PAC,Political Committee,St Anthony Village,MN,55421-4352,,6/16/1980,,"$2,784.58 ","$3,161.48 "
40056,IFAPAC Minn,Political Committee,Minneapolis,MN,55422,,7/23/1974,,"$14,688.00 ","$4,856.52 "
30308,IFO Political Action Committee Fund (Inter Faculty Organization),Political Fund,St Paul,MN,55103,,9/26/1989,,"$1,265.93 ",$877.03 
30629,Impact Minnesota Political Fund,Independent Expenditure,St Paul,MN,55114,,8/26/2010 12:09,9/25/2012,,$0.00 
40248,Independent Community Bankers of Minn PAC,Political Committee,St Paul,MN,55108,,9/10/1975,,"$17,567.16 ","$46,289.11 "
41015,Independent Republican Party of Minn,Political Committee,St Paul,MN,55104,,5/15/2009 15:40,7/13/2010,,
70014,Insurance Federation Political Action Comm,Political Committee,Maple Grove,MN,55369-5611,,2/29/1980,,$614.56 ,"$2,212.08 "
30058,International Union of Operating Engineers,Political Fund,Minneapolis,MN,55418,,10/4/1974,,"$10,961.34 ","$12,180.85 "
30350,Iron Range Bldg Trades-PAF,Political Fund,Virginia,MN,55792,,1/15/1993,,$155.99 ,"$2,062.71 "
30194,Iron Range Labor Assembly Legislative Fund,Political Fund,Mount Iron,MN,55768,,11/4/1977,12/31/2009,"$4,707.37 ",
30092,Iron Workers Local 512,Political Fund,St Paul,MN,55104-1634,,11/25/1974,,"$17,443.49 ",$329.49 
80030,IUPAT District Council 82 PAC,Political Fund,Little Canada,MN,55117,,6/15/2012 11:35,,,"$7,350.53 "
30611,IUPAT Political Action Together Pol Committee,Political Fund,Hanover,MD,21076,,7/25/2006,,"$1,205,122.55 ","$983,110.06 "
41046,Jacobson Buffalo PAC,Political Committee,St Paul,MN,55114,,9/17/2010 8:54,,,$290.84 
30013,Joint Council 32 DRIVE,Political Fund,Minneapolis,MN,55414,,7/7/1974,,"$37,259.19 ","$51,506.30 "
41030,Justice in Minnesota,Political Committee,Apple Valley,MN,55124,,5/28/2010 11:23,12/31/2010,,
40896,Kandiyohi Co Business Leadership Fund,Political Committee,Willmar,MN,56201,,9/20/2002,7/16/2012,"$3,017.57 ",$0.00 
40712,Laborers District Council of Minn & ND Pol Fund,Political Fund,St Paul,MN,55117,,6/28/1994,,"$3,170.14 ","$22,757.14 "
30624,Larkin Hoffman Political Fund,Political Fund,Bloomington,MN,55431,,12/10/2009 10:49,,,"$4,876.85 "
30228,Lawyers Public Affairs Commission (LawPAC),Political Fund,Minneapolis,MN,55402,www.mnlawpac.com,3/9/1981,,"$1,800.17 ","$2,728.69 "
40996,Leaders Aligned for Health Care,Political Committee,St Louis Park,MN,55426,,4/18/2008,5/15/2012,,$5.00 
41008,League of Young Voters PAC,Political Committee,Brooklyn,NY,11201,www.theleague.com,6/2/2008 13:35,12/16/2011,,
40889,Leech Lake PAC,Political Committee,Cass Lake,MN,56633,,8/29/2002,,"$1,912.15 ","$2,185.65 "
40909,Legacy Project for Political Empowerment,Political Committee,Minneapolis,MN,55408,,8/26/2003,10/28/2008,"$3,375.56 ",
30242,Leonard Street and Deinard PAC,Political Fund,Minneapolis,MN,55402,,2/11/1990,,"$2,014.09 ","$5,153.21 "
40105,Lindquist & Vennum Political Fund,Political Committee,Minneapolis,MN,55402,,6/4/1979,,"$9,988.21 ","$18,414.54 "
41010,LISA PAC Minn,Political Committee,Orlando,FL,32803,,10/31/2008 15:32,6/22/2010,,
40401,Local 1833 Political Fund IAMAW,Political Committee,New Port,MN,55055-0069,,1/21/1976,9/24/2012,"$2,396.52 ",$0.00 
30064,Local 28 Political Fund,Political Fund,St Paul,MN,55102,,10/15/1974,,"$12,144.47 ","$7,884.89 "
30620,Local 548 PAC,Political Fund,St Paul,MN,55130,,9/19/2008,,,$779.43 
30022,Local 59 Political Fund,Political Fund,Minneapolis,MN,55413,,1/1/1990,,"$9,263.55 ","$61,674.47 "
30652,Local 68 Political Action Fund,Political Fund,St Paul,MN,55130,,9/19/2012 13:55,,,$825.00 
40820,Local 851 Political Action Committee,Political Fund,Anoka,MN,55303,,6/14/1999,11/16/2011,"$3,995.60 ",
40837,Local Action Political Action Committee,Political Committee,West St Paul,MN,55118,,8/17/2000,,$270.93 ,$436.25 
30024,Local S-6 IAFF Political Fund,Political Fund,St Paul,MN,55111,,7/25/1974,,"$1,075.05 ",$658.05 
30230,Lockridge Grindal Nauen PLLP State Pol Fnd,Political Fund,Minneapolis,MN,55401,,1/1/1990,,$857.89 ,"$2,086.97 "
40930,Log Cabin Republicans of Minnesota,Political Committee,Minneapolis,MN,55401,mnlogcabin.org,7/27/2004,,$117.37 ,$728.50 
40882,Lommen Nelson Political Action Committee,Political Committee,Minneapolis,MN,55402,,8/12/2002,,$0.00 ,$51.00 
30327,Lower Sioux Political Education Fund,Political Fund,Morton,MN,56270,,8/31/1990,,$801.36 ,$800.12 
70010,MABC PAC,Political Committee,Eden Prairie,MN,55344,,11/21/1986,,$235.40 ,$405.89 
40978,MADC Political Fund (fka MN Assn of Deaf Citizens Inc),Political Fund,St Paul,MN,55116,,1/29/2007,12/31/2010,$0.00 ,
30293,MAFMIC Political Action Committee,Political Fund,St Joseph,MN,56374,,7/22/1988,,"$4,325.81 ","$5,009.39 "
30348,Mah Mah Wi No Min Fund I,Political Fund,Minneapolis,MN,55401,,11/2/1992,,"$7,837.66 ","$12,824.96 "
40713,MAIDA (Minn Asian-Indian Democratic Assoc),Political Committee,West St Paul,MN,55118,,7/15/1994,,"$1,087.40 ","$1,675.40 "
80015,MAMBI PAC,Political Fund,Edina,MN,55424,www.themma.org,7/8/2004,,"$6,573.32 ","$1,217.44 "
30260,Management Concerned for Public Education,Political Fund,St Paul,MN,55108,,12/4/1978,,"$3,694.81 ","$3,528.81 "
30270,MAPE-PAC,Political Committee,Shoreview,MN,55126,,12/30/1985,,"$8,773.68 ","$40,082.86 "
40988,Maplewood Voters,Political Committee,Maplewood,MN,55109,,11/13/2007,,$0.00 ,$85.00 
40983,Maplewood Voters Coalition,Political Committee,Maplewood,MN,55109,,4/27/2007,12/31/2010,$0.00 ,
30342,Maslon Edelman Borman & Brand Pol Action Comm,Political Fund,Minneapolis,MN,55402,,7/7/1992,,"$4,518.07 ","$1,168.07 "
30190,MCCL State Pac,Political Fund,Minneapolis,MN,55409,,7/26/1982,,"$5,989.87 ","$19,346.43 "
80011,MCEA Political Action Committee,Political Fund,Apple Valley,MN,55124,,11/30/2001,,"$2,950.31 ","$3,106.46 "
40620,"McGrann,Shea,Franzen,Carnival,Straughn & Lamb",Political Committee,,,,,10/18/1990,12/31/1996,,
30612,Meagher & Geer PLLP Political Fund,Political Fund,Minneapolis,MN,55402-3788,,9/6/2006,,"$6,500.00 ","$6,783.76 "
40977,Medical Transportation PAC,Political Committee,Thief River Falls,MN,56701,,1/16/2007,8/25/2008,$0.00 ,
40036,MEDPAC Minn Medical Political Action Comm,Political Committee,Minneapolis,MN,55413,,7/5/1974,,"$14,244.50 ","$19,357.81 "
40786,Messerli & Kramer Political Action Comm,Political Committee,St Paul,MN,55104,,6/4/1998,,$503.91 ,"$2,185.46 "
40906,MetroNorth Chamber of Commerce PAC,Political Committee,Blaine,MN,55434,,4/2/2003,,"$4,394.35 ",$453.24 
41091,MGFA Political Committee,Political Committee,Eagan,MN,55122,www.mgfa.org,9/26/2012 16:28,,,$200.00 
80019,MHHP - PAF,Political Fund,Minneapolis,MN,55401,,9/7/2005,12/31/2007,"$3,681.72 ",
41077,Michele PAC Minnesota,Political Committee,Woodbury,WI,55125,,5/16/2012 15:15,,,"$6,896.19 "
41017,Midcontinent Communications MN PAC,Political Committee,Edina,MN,55435,,7/7/2009 13:46,,,"$3,525.29 "
40945,MIDLAC,Political Committee,Minneapolis,MN,55406,,10/11/2005,,$68.00 ,$25.04 
40950,Midwest Values PAC - MN,Political Committee,Minneapolis,MN,55458,,2/1/2006,2/1/2007,"$4,675.00 ",
